,id,place_id,name,url,weekday,hour,expected,lat,lon,address,location_type,visit_duration,types,category,geom,vollcode,stadsdeelcode,hotspot
46,5088,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,13,0.513157894736842,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
47,5089,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,13,0.513157894736842,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
48,5090,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,13,0.513157894736842,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
49,5091,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,16,0.644736842105263,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
50,5092,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,17,0.881578947368421,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
51,5093,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,18,0.986842105263158,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
52,5094,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,19,0.789473684210526,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
53,5095,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,20,0.486842105263158,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
54,5096,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,21,0.355263157894737,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
55,5097,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,22,0.592105263157895,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
